EmployeeID,Age,Gender,Department,JobRole,EducationField,MonthlyIncome,YearsAtCompany,TotalWorkingYears,JobSatisfaction,WorkLifeBalance,Attrition
382,60,Female,IT,Developer,Finance,172133,17,24,4,2,No
383,45,Male,Marketing,Marketing Executive,Medical,106960,12,18,1,1,No
384,44,Male,IT,Data Analyst,Marketing,76503,18,22,2,3,No
385,45,Female,HR,HR Executive,Life Sciences,98167,1,14,3,2,Yes
386,30,Female,Finance,Finance Manager,Life Sciences,109575,0,2,1,3,No
387,54,Female,Marketing,Marketing Manager,Life Sciences,161473,7,12,1,2,No
388,34,Female,Finance,Analyst,Medical,111787,10,12,3,3,No
389,28,Female,Marketing,Marketing Executive,Human Resources,88005,5,8,2,1,No
390,37,Female,Sales,Sales Manager,Finance,31476,17,17,3,4,No
391,53,Male,HR,HR Manager,Finance,68881,2,8,1,1,Yes
392,34,Female,IT,Developer,Life Sciences,139094,8,14,1,2,Yes
393,24,Female,Sales,Sales Executive,Human Resources,171298,1,3,1,2,No
394,48,Male,IT,IT Manager,Finance,127105,10,10,1,1,No
395,25,Female,Operations,Operations Executive,Human Resources,100978,2,2,3,1,No
396,51,Female,IT,Developer,Finance,82636,5,22,2,4,No
397,44,Female,HR,HR Manager,Medical,170508,0,17,2,1,Yes
398,40,Male,Operations,Operations Executive,Marketing,115138,6,17,2,4,No
399,60,Female,HR,HR Executive,Finance,55047,8,14,2,1,No
400,39,Female,Operations,Operations Executive,Marketing,50743,2,10,2,4,No
401,27,Female,Marketing,Marketing Executive,Finance,75724,4,4,3,4,No
402,57,Male,Operations,Operations Executive,Marketing,107924,18,29,4,2,Yes
403,38,Female,Marketing,Marketing Manager,Human Resources,111917,11,13,4,4,No
404,32,Male,Operations,Operations Executive,Technical Degree,46488,10,12,3,2,No
405,25,Female,Marketing,Marketing Executive,Medical,33177,0,4,4,2,No
406,30,Male,Operations,Operations Manager,Human Resources,83538,5,8,3,2,No
407,36,Male,Finance,Analyst,Finance,61797,5,13,4,2,No
408,43,Male,Marketing,Marketing Manager,Life Sciences,152832,1,8,2,1,Yes
409,54,Female,Marketing,Marketing Executive,Life Sciences,148122,11,23,4,1,Yes
410,37,Male,Marketing,Marketing Manager,Medical,123739,17,17,4,3,No
411,35,Male,Finance,Finance Manager,Medical,115448,12,14,4,4,No
412,31,Male,HR,HR Manager,Technical Degree,159883,3,4,3,2,No
413,35,Male,Operations,Operations Executive,Finance,54711,13,14,4,4,No
414,36,Male,IT,Developer,Medical,175336,1,5,2,2,No
415,31,Female,HR,HR Executive,Life Sciences,160434,4,6,4,1,No
416,59,Male,HR,HR Manager,Medical,69713,15,30,2,4,No
417,31,Male,Marketing,Marketing Manager,Life Sciences,143874,11,11,1,2,No
418,54,Male,Sales,Sales Executive,Medical,64206,16,29,1,2,No
419,26,Female,Operations,Operations Executive,Life Sciences,166370,3,4,1,4,No
420,35,Female,Marketing,Marketing Manager,Marketing,116886,15,15,1,4,Yes
421,59,Male,Sales,Sales Manager,Medical,92582,17,30,2,1,No
422,54,Male,Operations,Operations Executive,Human Resources,78849,0,24,3,4,No
423,37,Female,Marketing,Marketing Manager,Marketing,173024,17,17,3,3,No
424,32,Female,IT,IT Manager,Finance,91526,5,12,3,3,No
425,35,Male,HR,HR Executive,Marketing,51287,14,14,2,4,No
426,26,Male,IT,Developer,Technical Degree,148645,6,6,4,1,Yes
427,45,Male,Sales,Sales Executive,Finance,161578,12,21,3,1,No
428,21,Male,IT,IT Manager,Technical Degree,76051,0,1,1,2,No
429,31,Male,HR,HR Executive,Medical,129709,1,5,3,4,No
430,26,Female,Sales,Sales Executive,Marketing,171568,4,5,3,3,No
431,50,Male,Operations,Operations Executive,Medical,26219,12,30,3,2,No
432,42,Female,Sales,Sales Manager,Marketing,92552,3,19,3,4,No
433,50,Male,Finance,Finance Manager,Finance,151345,18,18,1,3,Yes
434,41,Male,Marketing,Marketing Executive,Human Resources,160398,13,18,1,3,No
435,25,Female,Marketing,Marketing Manager,Marketing,149926,4,4,3,3,No
436,52,Male,Marketing,Marketing Executive,Medical,88453,6,13,3,2,No
437,27,Female,Finance,Analyst,Medical,154149,1,1,1,1,No
438,57,Male,Finance,Finance Manager,Life Sciences,72938,8,23,3,4,No
439,51,Male,Operations,Operations Manager,Human Resources,156720,17,17,3,4,No
440,41,Female,Sales,Sales Manager,Marketing,80247,0,0,4,1,No
441,36,Male,Operations,Operations Manager,Human Resources,114940,8,15,3,2,No
442,44,Male,Marketing,Marketing Manager,Life Sciences,143155,12,16,2,2,No
443,36,Male,Marketing,Marketing Manager,Marketing,76396,13,16,2,2,No
444,29,Male,IT,IT Manager,Human Resources,152564,8,9,3,3,No
445,24,Female,Sales,Sales Executive,Technical Degree,149921,1,3,1,4,No
446,43,Male,Finance,Finance Manager,Technical Degree,56781,0,13,3,2,No
447,53,Male,Finance,Finance Manager,Marketing,45554,15,29,4,3,No
448,47,Female,Marketing,Marketing Manager,Technical Degree,43702,20,26,1,2,No
449,38,Male,Marketing,Marketing Manager,Life Sciences,141627,12,14,3,4,No
450,37,Female,HR,HR Executive,Medical,68754,2,8,4,1,Yes
451,46,Female,Sales,Sales Executive,Technical Degree,52244,16,17,3,2,Yes
452,39,Female,HR,HR Executive,Technical Degree,58138,14,19,2,2,Yes
453,55,Female,IT,IT Manager,Finance,141613,8,25,2,2,No
454,54,Male,Marketing,Marketing Manager,Life Sciences,164928,20,30,3,3,No
455,44,Male,IT,BI Analyst,Technical Degree,65820,13,17,3,1,Yes
456,55,Female,Finance,Finance Manager,Medical,150060,0,31,3,1,No
457,56,Female,HR,HR Executive,Human Resources,132934,11,17,4,4,No
458,26,Female,HR,HR Manager,Human Resources,160426,3,4,3,3,No
459,32,Female,HR,HR Executive,Marketing,53929,2,6,4,4,No
460,30,Male,Finance,Analyst,Finance,30801,0,8,2,1,Yes
461,35,Female,IT,Developer,Human Resources,28860,2,4,4,2,No
462,23,Male,Finance,Finance Manager,Medical,63296,2,2,1,3,No
463,33,Male,IT,Data Analyst,Human Resources,125028,13,13,1,1,No
464,23,Female,IT,Data Analyst,Technical Degree,49631,1,2,2,4,No
465,56,Male,HR,HR Executive,Finance,91404,16,19,4,3,No
466,36,Female,HR,HR Executive,Marketing,28949,13,15,2,3,No
467,58,Female,Sales,Sales Executive,Life Sciences,65630,15,34,3,1,No
468,24,Female,Marketing,Marketing Manager,Medical,65348,0,2,1,2,No
469,49,Male,Marketing,Marketing Manager,Human Resources,124029,6,6,3,2,No
470,56,Female,Marketing,Marketing Manager,Finance,153474,9,26,2,2,No
471,59,Female,IT,BI Analyst,Medical,43055,17,22,2,4,No
472,21,Male,Finance,Finance Manager,Finance,29907,1,1,3,2,No
473,33,Female,Operations,Operations Manager,Life Sciences,155429,8,13,2,3,No
474,23,Male,Sales,Sales Executive,Life Sciences,33198,1,1,2,1,No
475,52,Male,Operations,Operations Manager,Life Sciences,37867,16,24,3,2,No
476,26,Male,HR,HR Manager,Medical,119614,3,3,4,3,No
477,25,Female,Finance,Analyst,Marketing,81596,2,2,1,1,No
478,57,Female,HR,HR Executive,Finance,171387,20,25,4,1,No
479,27,Female,IT,IT Manager,Technical Degree,169170,2,3,4,3,No
480,44,Male,Finance,Finance Manager,Human Resources,137876,13,23,3,2,No
481,44,Male,Operations,Operations Manager,Medical,129094,14,21,1,1,No
482,21,Female,HR,HR Manager,Medical,81314,1,1,3,1,No
483,27,Male,Operations,Operations Executive,Marketing,118233,0,7,2,2,Yes
484,26,Female,Finance,Finance Manager,Marketing,174176,4,5,2,1,No
485,59,Female,IT,Developer,Technical Degree,34796,20,29,4,1,No
486,28,Male,IT,IT Manager,Technical Degree,27997,3,8,4,1,No
487,41,Female,Operations,Operations Executive,Human Resources,82880,16,21,2,1,No
488,35,Female,Operations,Operations Executive,Medical,128369,13,14,2,2,No
489,56,Male,Marketing,Marketing Executive,Marketing,47302,12,20,4,4,No
490,52,Female,IT,Data Analyst,Human Resources,174770,12,32,2,2,No
491,28,Male,Finance,Analyst,Technical Degree,120752,6,7,3,2,No
492,60,Male,HR,HR Manager,Marketing,63225,14,33,4,1,No
493,30,Female,Marketing,Marketing Manager,Life Sciences,39296,1,2,2,2,No
494,40,Male,Finance,Analyst,Marketing,30963,14,17,3,2,No
495,56,Male,Operations,Operations Manager,Technical Degree,62053,15,34,1,4,No
496,39,Male,HR,HR Executive,Life Sciences,96114,6,18,1,4,No
497,44,Male,IT,BI Analyst,Technical Degree,101675,3,3,4,2,No
498,32,Female,IT,Developer,Technical Degree,145058,3,11,1,1,No
499,31,Female,IT,IT Manager,Life Sciences,117251,0,5,3,3,No
500,45,Female,Marketing,Marketing Manager,Finance,98451,0,17,2,2,No
501,45,Female,HR,HR Executive,Technical Degree,84618,16,25,4,2,No
502,49,Female,Operations,Operations Manager,Finance,79200,17,19,2,2,No
503,48,Male,Marketing,Marketing Executive,Marketing,173070,4,24,2,3,Yes
504,22,Female,Finance,Analyst,Marketing,132807,1,2,3,4,No
505,29,Male,HR,HR Executive,Technical Degree,94956,2,2,2,2,No
506,29,Male,Sales,Sales Manager,Marketing,123031,8,9,2,4,No
507,23,Male,HR,HR Executive,Marketing,95741,3,3,4,2,No
508,49,Male,Sales,Sales Executive,Medical,110169,19,26,4,2,No
509,41,Male,Marketing,Marketing Manager,Marketing,174929,12,21,1,1,No
510,23,Female,Operations,Operations Manager,Technical Degree,74768,3,3,3,4,No
511,48,Female,IT,Data Analyst,Life Sciences,39299,9,28,2,4,No
512,32,Male,Marketing,Marketing Executive,Human Resources,128040,12,12,4,3,No
513,50,Female,Operations,Operations Executive,Finance,109954,2,10,2,1,Yes
514,54,Male,Finance,Analyst,Technical Degree,66916,12,28,4,4,Yes
515,31,Female,Operations,Operations Executive,Technical Degree,38450,2,4,4,3,No
516,28,Female,Marketing,Marketing Executive,Medical,25926,2,3,3,1,No
517,36,Male,Sales,Sales Manager,Marketing,149705,6,15,4,4,No
518,60,Female,Operations,Operations Manager,Life Sciences,37823,20,26,2,2,Yes
519,57,Male,HR,HR Executive,Marketing,111798,19,28,1,1,Yes
520,60,Female,Marketing,Marketing Manager,Technical Degree,144364,19,24,3,1,Yes
521,25,Female,Finance,Finance Manager,Technical Degree,42019,3,5,3,4,No
522,54,Male,Operations,Operations Manager,Human Resources,79801,6,28,1,1,No
523,48,Female,Marketing,Marketing Manager,Medical,93068,19,24,3,2,No
524,52,Male,Marketing,Marketing Manager,Human Resources,86006,5,24,3,2,Yes
525,34,Male,Marketing,Marketing Executive,Life Sciences,133693,12,14,4,1,No
526,39,Male,Marketing,Marketing Executive,Finance,105680,8,9,3,3,No
527,46,Female,Finance,Finance Manager,Human Resources,71040,18,18,2,3,No
528,51,Female,Sales,Sales Executive,Finance,145748,4,24,3,4,No
529,57,Female,Sales,Sales Manager,Technical Degree,165479,10,27,1,2,No
530,38,Male,Sales,Sales Executive,Technical Degree,123367,0,10,2,4,Yes
531,23,Female,Marketing,Marketing Manager,Marketing,47753,2,3,4,2,No
532,32,Male,Operations,Operations Manager,Human Resources,34802,1,6,2,1,No
533,33,Male,Operations,Operations Executive,Medical,162265,5,12,3,3,No
534,34,Male,Marketing,Marketing Executive,Finance,145420,11,11,4,1,Yes
535,42,Female,Operations,Operations Executive,Finance,52027,14,14,3,1,No
536,33,Female,HR,HR Manager,Marketing,97522,3,7,3,4,No
537,28,Female,HR,HR Manager,Technical Degree,159757,0,8,1,2,No
538,57,Male,HR,HR Manager,Marketing,43675,7,12,3,3,No
539,24,Female,Sales,Sales Manager,Medical,39103,0,3,1,4,No
540,42,Female,Finance,Finance Manager,Life Sciences,147079,6,8,2,1,No
541,50,Female,IT,BI Analyst,Marketing,83666,15,22,2,3,No
542,41,Female,Marketing,Marketing Manager,Human Resources,32933,14,21,1,4,Yes
543,43,Male,HR,HR Manager,Technical Degree,58395,19,23,1,4,No
544,40,Male,Operations,Operations Executive,Human Resources,130071,17,20,4,2,No
545,42,Male,IT,Developer,Finance,139125,6,19,3,2,No
546,28,Female,Marketing,Marketing Manager,Life Sciences,170512,7,8,1,4,Yes
547,59,Male,Operations,Operations Executive,Medical,154576,12,22,1,1,Yes
548,30,Female,Marketing,Marketing Executive,Marketing,143744,10,10,3,4,No
549,40,Male,HR,HR Manager,Medical,104835,18,20,4,3,No
550,29,Female,Operations,Operations Manager,Life Sciences,121789,4,4,1,1,No
551,36,Male,Finance,Analyst,Finance,108395,13,16,4,4,No
552,29,Male,HR,HR Manager,Marketing,125819,3,7,3,4,No
553,22,Female,Sales,Sales Executive,Human Resources,152585,0,2,4,2,Yes
554,60,Male,Marketing,Marketing Manager,Marketing,158540,5,19,4,4,No
555,57,Female,IT,Developer,Life Sciences,156525,15,22,3,4,No
556,44,Female,Sales,Sales Manager,Human Resources,151230,3,21,1,2,No
557,54,Female,Operations,Operations Executive,Medical,89285,19,21,4,1,No
558,55,Female,Sales,Sales Manager,Technical Degree,144022,0,30,4,3,No
559,59,Male,HR,HR Executive,Medical,172772,9,32,3,1,No
560,60,Female,Sales,Sales Manager,Technical Degree,152076,0,18,1,2,No
561,38,Female,HR,HR Manager,Marketing,54242,8,8,2,2,No
562,52,Male,Finance,Analyst,Medical,163251,5,30,1,3,No
563,47,Female,HR,HR Manager,Life Sciences,140391,12,19,2,2,No
564,28,Male,Marketing,Marketing Manager,Human Resources,146638,0,2,4,4,No
565,51,Female,Marketing,Marketing Manager,Human Resources,164052,8,12,4,1,No
566,54,Female,Marketing,Marketing Manager,Technical Degree,164275,1,7,3,4,No
567,27,Male,Finance,Finance Manager,Technical Degree,145876,4,7,2,2,No
568,21,Female,Operations,Operations Executive,Marketing,132806,0,0,1,1,No
569,37,Male,Marketing,Marketing Manager,Medical,31212,6,6,1,1,No
570,28,Female,Marketing,Marketing Executive,Technical Degree,123555,1,3,2,1,No
571,50,Female,IT,Developer,Life Sciences,109778,8,21,3,2,No
572,42,Male,IT,IT Manager,Medical,94380,1,9,2,4,Yes
573,52,Male,IT,Data Analyst,Human Resources,166723,3,7,4,2,No
574,27,Female,Marketing,Marketing Manager,Marketing,43458,0,1,3,4,Yes
575,23,Female,Marketing,Marketing Executive,Human Resources,64742,3,3,3,4,No
576,25,Female,IT,IT Manager,Technical Degree,25867,4,4,4,4,No
577,46,Female,Marketing,Marketing Manager,Technical Degree,48767,1,21,3,3,Yes
578,32,Male,Marketing,Marketing Executive,Finance,125706,8,8,2,3,No
579,52,Male,Marketing,Marketing Manager,Finance,139814,2,30,2,2,Yes
580,52,Female,Operations,Operations Executive,Life Sciences,166702,12,14,3,4,No
581,24,Female,Sales,Sales Manager,Finance,36223,2,4,4,1,No
582,58,Female,Operations,Operations Executive,Medical,34667,7,9,2,4,No
583,29,Male,Sales,Sales Executive,Medical,38096,0,2,3,1,No
584,28,Female,Sales,Sales Executive,Technical Degree,41543,7,7,2,4,No
585,41,Male,Sales,Sales Executive,Human Resources,70468,6,7,3,1,No
586,56,Female,HR,HR Manager,Marketing,88869,5,19,1,2,Yes
587,26,Female,Sales,Sales Manager,Finance,72032,0,0,1,3,No
588,30,Male,HR,HR Executive,Medical,162124,10,10,4,4,No
589,59,Male,Marketing,Marketing Executive,Medical,156042,5,27,1,3,No
590,28,Male,HR,HR Executive,Technical Degree,119870,8,8,2,4,No
591,28,Male,Sales,Sales Executive,Life Sciences,149364,2,7,4,2,No
592,39,Male,Marketing,Marketing Manager,Medical,90898,6,12,3,4,Yes
593,22,Female,HR,HR Executive,Human Resources,43575,1,1,2,4,No
594,35,Male,HR,HR Manager,Human Resources,84711,3,8,1,2,No
595,51,Female,HR,HR Executive,Marketing,39244,18,25,4,2,No
596,29,Male,IT,BI Analyst,Life Sciences,75896,7,9,3,3,No
597,38,Female,Marketing,Marketing Executive,Marketing,147037,4,5,4,4,No
598,60,Female,Finance,Analyst,Marketing,169901,5,23,2,1,No
599,50,Male,Operations,Operations Manager,Medical,137226,8,8,2,2,No
600,47,Female,HR,HR Executive,Finance,148378,1,2,1,4,No
601,52,Male,Sales,Sales Manager,Technical Degree,171404,7,9,1,4,No
602,26,Male,Finance,Analyst,Human Resources,104911,0,3,2,4,No
603,46,Female,IT,Data Analyst,Medical,146712,5,16,1,1,No
604,48,Female,Sales,Sales Manager,Finance,167196,8,27,2,1,No
605,24,Male,Sales,Sales Manager,Finance,120837,0,3,4,1,No
606,56,Male,Operations,Operations Executive,Finance,112799,6,10,2,1,No
607,43,Female,HR,HR Manager,Human Resources,97651,8,21,1,1,No
608,51,Male,Operations,Operations Executive,Marketing,164684,17,27,3,4,No
609,26,Male,IT,Developer,Finance,100595,3,4,1,1,Yes
610,30,Female,HR,HR Manager,Human Resources,101852,3,3,4,2,No
611,39,Female,Marketing,Marketing Executive,Finance,30776,6,7,2,3,No
612,52,Male,Marketing,Marketing Manager,Technical Degree,163979,18,28,4,4,No
613,35,Female,HR,HR Manager,Marketing,100535,15,15,1,2,No
614,55,Male,Operations,Operations Executive,Technical Degree,70969,9,14,2,2,No
615,49,Female,Operations,Operations Executive,Marketing,73364,8,19,2,1,No
616,55,Female,Finance,Finance Manager,Marketing,104052,5,22,1,1,No
617,30,Female,IT,BI Analyst,Medical,158014,0,8,3,3,No
618,57,Male,Marketing,Marketing Executive,Technical Degree,54442,14,24,4,1,No
619,60,Male,Sales,Sales Manager,Medical,118688,7,21,1,3,Yes
620,38,Female,Operations,Operations Executive,Marketing,46912,6,6,4,1,No
621,59,Female,IT,BI Analyst,Technical Degree,39692,19,35,3,4,No
622,21,Male,IT,BI Analyst,Marketing,117105,1,1,3,4,No
623,47,Male,Marketing,Marketing Manager,Marketing,67936,14,18,4,4,No
624,51,Female,HR,HR Manager,Human Resources,42331,16,26,4,1,Yes
625,57,Male,HR,HR Manager,Technical Degree,73760,4,16,4,3,No
626,52,Female,Operations,Operations Manager,Finance,83856,17,31,1,1,Yes
627,28,Female,Marketing,Marketing Manager,Human Resources,72021,4,7,4,2,Yes
628,58,Male,Sales,Sales Manager,Technical Degree,139312,15,33,3,4,No
629,37,Male,Operations,Operations Executive,Technical Degree,40338,5,14,2,3,No
630,38,Male,HR,HR Executive,Medical,118319,11,17,1,3,No
631,27,Female,HR,HR Executive,Life Sciences,109569,2,6,3,3,No
632,30,Female,Operations,Operations Manager,Technical Degree,160835,0,2,3,3,No
633,34,Male,HR,HR Executive,Life Sciences,82963,2,10,2,1,No
634,51,Female,HR,HR Executive,Marketing,120045,11,20,2,4,No
635,22,Female,Marketing,Marketing Manager,Marketing,83289,2,2,2,2,No
636,26,Male,HR,HR Executive,Marketing,45377,3,3,1,4,No
637,53,Female,Sales,Sales Executive,Finance,147967,18,19,1,3,Yes
638,28,Male,Sales,Sales Executive,Finance,77435,3,7,2,3,Yes
639,43,Male,Finance,Finance Manager,Medical,88392,5,21,1,1,No
640,39,Female,HR,HR Executive,Technical Degree,165804,5,19,1,1,No
641,49,Male,Marketing,Marketing Executive,Human Resources,118014,3,8,4,4,No
642,28,Female,Sales,Sales Manager,Medical,161243,7,7,2,4,No
643,26,Female,Marketing,Marketing Executive,Finance,55335,2,5,4,3,No
644,56,Female,IT,Data Analyst,Finance,137187,13,22,2,1,No
645,21,Female,Finance,Analyst,Human Resources,128905,1,1,4,1,Yes
646,31,Female,Marketing,Marketing Executive,Life Sciences,77189,1,6,3,2,No
647,52,Female,HR,HR Manager,Human Resources,177546,8,32,3,4,No
648,30,Male,Operations,Operations Manager,Life Sciences,57031,7,7,3,4,No
649,25,Female,Sales,Sales Executive,Marketing,32012,3,5,2,4,No
650,25,Female,Finance,Analyst,Medical,147164,5,5,2,3,No
651,55,Female,Finance,Finance Manager,Human Resources,33283,17,17,4,1,No
652,23,Male,IT,IT Manager,Technical Degree,170926,0,1,3,2,No
653,52,Male,Marketing,Marketing Manager,Medical,153595,3,21,4,4,No
654,37,Male,Sales,Sales Manager,Medical,124037,15,17,3,3,No
655,44,Female,Sales,Sales Executive,Technical Degree,178083,11,23,1,3,No
656,43,Male,Finance,Finance Manager,Finance,89023,1,22,2,2,No
657,28,Female,Sales,Sales Manager,Medical,30167,5,6,3,1,No
658,38,Female,Operations,Operations Manager,Technical Degree,179137,0,15,1,3,No
659,52,Female,Operations,Operations Executive,Marketing,78977,3,25,3,4,No
660,44,Male,Operations,Operations Manager,Technical Degree,155272,13,16,1,2,No
661,35,Female,Operations,Operations Manager,Human Resources,176569,2,13,1,3,No
662,25,Female,HR,HR Manager,Marketing,157288,5,5,3,4,No
663,37,Male,IT,IT Manager,Medical,168540,16,17,2,1,No
664,50,Female,IT,Data Analyst,Human Resources,164649,8,28,4,1,No
665,30,Male,HR,HR Executive,Finance,139134,10,10,4,3,No
666,38,Male,HR,HR Manager,Marketing,92225,9,11,2,4,No
667,40,Male,Sales,Sales Executive,Marketing,171754,14,17,4,4,No
668,29,Female,HR,HR Manager,Life Sciences,97816,0,4,2,1,No
669,41,Male,Sales,Sales Executive,Human Resources,41667,19,20,4,3,No
670,36,Male,Marketing,Marketing Executive,Marketing,156137,3,12,1,3,No
671,41,Male,Operations,Operations Executive,Marketing,127223,10,19,2,4,Yes
672,49,Male,HR,HR Manager,Technical Degree,179528,13,21,1,4,No
673,51,Female,Operations,Operations Manager,Life Sciences,62987,7,15,3,4,No
674,24,Female,Marketing,Marketing Executive,Finance,169894,1,3,4,3,No
675,49,Male,Sales,Sales Executive,Technical Degree,128016,12,12,3,3,Yes
676,49,Female,HR,HR Executive,Human Resources,131506,20,25,1,3,No
677,42,Female,Marketing,Marketing Manager,Human Resources,67033,13,14,3,1,No
678,24,Female,Marketing,Marketing Executive,Technical Degree,60675,1,4,1,4,Yes
679,28,Female,Operations,Operations Executive,Human Resources,160362,2,3,2,4,No
680,37,Female,IT,Data Analyst,Marketing,110873,5,15,3,2,Yes
681,57,Male,IT,IT Manager,Technical Degree,31021,7,7,2,1,No
682,24,Male,Marketing,Marketing Executive,Medical,93198,3,4,2,1,No
